fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
1_243_28,1,243,28,97.9,False,False,no_effect
0_27637_22,0,27637,22,97.9,False,False,no_effect
0_84182_16,0,84182,16,97.9,False,False,no_effect
0_6884_10,0,6884,10,97.9,False,False,no_effect
1_408_30,1,408,30,11.9,False,False,catastrophic_low_acc
1_487_14,1,487,14,97.9,False,False,no_effect
1_399_30,1,399,30,11.9,False,False,catastrophic_low_acc
1_148_27,1,148,27,97.9,False,False,no_effect
0_37852_28,0,37852,28,97.9,False,False,no_effect
1_323_2,1,323,2,97.9,False,False,no_effect
0_69637_22,0,69637,22,97.9,False,False,no_effect
1_279_21,1,279,21,97.9,False,False,no_effect
1_273_6,1,273,6,97.9,False,False,no_effect
1_400_29,1,400,29,97.9,False,False,no_effect
0_96247_12,0,96247,12,97.9,False,False,no_effect
1_184_20,1,184,20,97.9,False,False,no_effect
0_88185_0,0,88185,0,97.9,False,False,no_effect
0_1567_26,0,1567,26,97.9,False,False,no_effect
0_68847_6,0,68847,6,97.9,False,False,no_effect
1_359_14,1,359,14,97.9,False,False,no_effect
1_257_12,1,257,12,97.9,False,False,no_effect
0_3106_5,0,3106,5,97.9,False,False,no_effect
0_77874_13,0,77874,13,97.9,False,False,no_effect
0_92808_7,0,92808,7,97.9,False,False,no_effect
0_79257_8,0,79257,8,97.9,False,False,no_effect
1_189_7,1,189,7,97.9,False,False,no_effect
0_33205_18,0,33205,18,97.9,False,False,no_effect
1_77_29,1,77,29,97.9,False,False,no_effect
1_437_20,1,437,20,97.9,False,False,no_effect
1_165_4,1,165,4,97.9,False,False,no_effect
1_63_24,1,63,24,97.9,False,False,no_effect
1_340_3,1,340,3,97.9,False,False,no_effect
1_271_11,1,271,11,97.9,False,False,no_effect
1_71_31,1,71,31,97.9,False,False,no_effect
0_79993_25,0,79993,25,97.9,False,False,no_effect
0_84604_31,0,84604,31,97.9,False,False,no_effect
0_18857_27,0,18857,27,97.9,False,False,no_effect
0_80473_6,0,80473,6,97.9,False,False,no_effect
1_265_6,1,265,6,97.9,False,False,no_effect
0_9557_4,0,9557,4,97.9,False,False,no_effect
1_456_1,1,456,1,97.9,False,False,no_effect
1_152_0,1,152,0,97.9,False,False,no_effect
0_87111_24,0,87111,24,97.9,False,False,no_effect
1_155_21,1,155,21,97.9,False,False,no_effect
1_3_31,1,3,31,97.9,False,False,no_effect
1_446_25,1,446,25,97.9,False,False,no_effect
0_70795_14,0,70795,14,97.9,False,False,no_effect
0_50387_30,0,50387,30,95.2,False,False,sdc_minor
0_74349_22,0,74349,22,97.9,False,False,no_effect
1_310_25,1,310,25,97.9,False,False,no_effect
0_82873_5,0,82873,5,97.9,False,False,no_effect
1_547_21,1,547,21,97.9,False,False,no_effect
0_110255_29,0,110255,29,97.9,False,False,no_effect
1_207_11,1,207,11,97.9,False,False,no_effect
0_50353_12,0,50353,12,97.9,False,False,no_effect
1_399_6,1,399,6,97.9,False,False,no_effect
1_498_5,1,498,5,97.9,False,False,no_effect
1_194_8,1,194,8,97.9,False,False,no_effect
0_25309_1,0,25309,1,97.9,False,False,no_effect
0_64124_24,0,64124,24,97.9,False,False,no_effect
0_103905_19,0,103905,19,97.9,False,False,no_effect
1_546_28,1,546,28,97.9,False,False,no_effect
0_4855_21,0,4855,21,97.9,False,False,no_effect
0_44265_2,0,44265,2,97.9,False,False,no_effect
1_121_13,1,121,13,97.9,False,False,no_effect
1_549_9,1,549,9,97.9,False,False,no_effect
0_9441_2,0,9441,2,97.9,False,False,no_effect
0_64080_1,0,64080,1,97.9,False,False,no_effect
1_46_15,1,46,15,97.9,False,False,no_effect
0_1882_11,0,1882,11,97.9,False,False,no_effect
0_40283_6,0,40283,6,97.9,False,False,no_effect
1_174_4,1,174,4,97.9,False,False,no_effect
0_14965_31,0,14965,31,97.9,False,False,no_effect
0_8271_12,0,8271,12,97.9,False,False,no_effect
1_345_25,1,345,25,97.9,False,False,no_effect
1_123_8,1,123,8,97.9,False,False,no_effect
1_218_2,1,218,2,97.9,False,False,no_effect
0_43975_4,0,43975,4,97.9,False,False,no_effect
0_35899_9,0,35899,9,97.9,False,False,no_effect
1_172_23,1,172,23,97.9,False,False,no_effect
0_57496_15,0,57496,15,97.9,False,False,no_effect
0_17481_6,0,17481,6,97.9,False,False,no_effect
1_161_1,1,161,1,97.9,False,False,no_effect
1_82_0,1,82,0,97.9,False,False,no_effect
0_23516_5,0,23516,5,97.9,False,False,no_effect
1_426_30,1,426,30,11.9,False,False,catastrophic_low_acc
0_27021_9,0,27021,9,97.9,False,False,no_effect
1_535_28,1,535,28,97.9,False,False,no_effect
1_244_11,1,244,11,97.9,False,False,no_effect
0_78154_11,0,78154,11,97.9,False,False,no_effect
1_90_19,1,90,19,97.9,False,False,no_effect
1_428_0,1,428,0,97.9,False,False,no_effect
0_25153_7,0,25153,7,97.9,False,False,no_effect
0_81123_23,0,81123,23,97.9,False,False,no_effect
0_60845_13,0,60845,13,97.9,False,False,no_effect
1_54_12,1,54,12,97.9,False,False,no_effect
0_104413_9,0,104413,9,97.9,False,False,no_effect
1_509_11,1,509,11,97.9,False,False,no_effect
0_87836_2,0,87836,2,97.9,False,False,no_effect
0_84523_23,0,84523,23,97.9,False,False,no_effect
1_214_27,1,214,27,97.9,False,False,no_effect
1_342_29,1,342,29,97.9,False,False,no_effect
0_13686_3,0,13686,3,97.9,False,False,no_effect
0_20715_1,0,20715,1,97.9,False,False,no_effect
1_527_7,1,527,7,97.9,False,False,no_effect
0_30841_28,0,30841,28,97.9,False,False,no_effect
1_429_12,1,429,12,97.9,False,False,no_effect
1_235_7,1,235,7,97.9,False,False,no_effect
1_233_6,1,233,6,97.9,False,False,no_effect
0_96698_26,0,96698,26,97.9,False,False,no_effect
0_49221_14,0,49221,14,97.9,False,False,no_effect
0_61733_31,0,61733,31,97.9,False,False,no_effect
0_57129_9,0,57129,9,97.9,False,False,no_effect
0_79879_29,0,79879,29,97.9,False,False,no_effect
0_50768_23,0,50768,23,97.9,False,False,no_effect
0_59996_12,0,59996,12,97.9,False,False,no_effect
1_276_12,1,276,12,97.9,False,False,no_effect
1_130_2,1,130,2,97.9,False,False,no_effect
0_36779_8,0,36779,8,97.9,False,False,no_effect
0_61018_29,0,61018,29,97.9,False,False,no_effect
1_175_21,1,175,21,97.9,False,False,no_effect
0_38687_10,0,38687,10,97.9,False,False,no_effect
0_75775_14,0,75775,14,97.9,False,False,no_effect
0_53961_31,0,53961,31,97.9,False,False,no_effect
0_77539_30,0,77539,30,11.9,False,False,catastrophic_low_acc
1_285_0,1,285,0,97.9,False,False,no_effect
1_252_15,1,252,15,97.9,False,False,no_effect
1_444_14,1,444,14,97.9,False,False,no_effect
0_75196_0,0,75196,0,97.9,False,False,no_effect
1_45_2,1,45,2,97.9,False,False,no_effect
1_516_2,1,516,2,97.9,False,False,no_effect
1_543_25,1,543,25,97.8,False,False,sdc_minor
1_100_28,1,100,28,98.0,False,False,no_effect
1_246_5,1,246,5,97.9,False,False,no_effect
0_90853_26,0,90853,26,97.9,False,False,no_effect
0_17394_22,0,17394,22,97.9,False,False,no_effect
1_244_5,1,244,5,97.9,False,False,no_effect
0_62886_19,0,62886,19,97.9,False,False,no_effect
