fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
6_142_8,6,142,8,97.9,False,False,no_effect
6_62_16,6,62,16,97.9,False,False,no_effect
3_338_5,3,338,5,97.9,False,False,no_effect
7_94_5,7,94,5,97.9,False,False,no_effect
8_49933_3,8,49933,3,97.9,False,False,no_effect
4_24718_2,4,24718,2,97.9,False,False,no_effect
1_48_13,1,48,13,97.9,False,False,no_effect
7_53_21,7,53,21,97.9,False,False,no_effect
4_1004_13,4,1004,13,97.9,False,False,no_effect
3_120_30,3,120,30,97.3,False,False,sdc_minor
3_209_25,3,209,25,97.9,False,False,no_effect
3_565_20,3,565,20,97.9,False,False,no_effect
4_24947_29,4,24947,29,97.9,False,False,no_effect
8_94177_19,8,94177,19,97.9,False,False,no_effect
4_23569_31,4,23569,31,97.9,False,False,no_effect
7_25_30,7,25,30,11.9,False,False,catastrophic_low_acc
5_52_23,5,52,23,97.9,False,False,no_effect
5_105_2,5,105,2,97.9,False,False,no_effect
9_226_9,9,226,9,97.9,False,False,no_effect
0_66_26,0,66,26,97.8,False,False,sdc_minor
4_9988_12,4,9988,12,97.9,False,False,no_effect
5_58_24,5,58,24,97.9,False,False,no_effect
9_251_31,9,251,31,98.0,False,False,no_effect
8_88490_16,8,88490,16,97.9,False,False,no_effect
7_185_31,7,185,31,97.9,False,False,no_effect
7_43_22,7,43,22,97.9,False,False,no_effect
2_18344_31,2,18344,31,97.9,False,False,no_effect
2_71058_3,2,71058,3,97.9,False,False,no_effect
8_8866_4,8,8866,4,97.9,False,False,no_effect
10_12717_0,10,12717,0,97.9,False,False,no_effect
6_35_14,6,35,14,97.9,False,False,no_effect
1_181_9,1,181,9,97.9,False,False,no_effect
0_55_29,0,55,29,97.9,False,False,no_effect
5_15_30,5,15,30,11.9,False,False,catastrophic_low_acc
10_127888_1,10,127888,1,97.9,False,False,no_effect
0_136_26,0,136,26,97.9,False,False,no_effect
0_4_17,0,4,17,97.9,False,False,no_effect
8_75153_1,8,75153,1,97.9,False,False,no_effect
8_112872_11,8,112872,11,97.9,False,False,no_effect
1_24_9,1,24,9,97.9,False,False,no_effect
3_196_16,3,196,16,97.9,False,False,no_effect
5_68_25,5,68,25,97.9,False,False,no_effect
