fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
0_60_3,0,60,3,97.9,False,False,no_effect
6_88_12,6,88,12,97.9,False,False,no_effect
3_206_4,3,206,4,97.9,False,False,no_effect
5_48_30,5,48,30,11.9,False,False,catastrophic_low_acc
11_177_29,11,177,29,97.9,False,False,no_effect
9_709_21,9,709,21,97.9,False,False,no_effect
9_579_21,9,579,21,97.9,False,False,no_effect
9_306_26,9,306,26,97.9,False,False,no_effect
5_41_6,5,41,6,97.9,False,False,no_effect
7_10_31,7,10,31,97.9,False,False,no_effect
3_3_14,3,3,14,97.9,False,False,no_effect
11_58_29,11,58,29,97.9,False,False,no_effect
9_218_15,9,218,15,97.9,False,False,no_effect
7_188_21,7,188,21,97.9,False,False,no_effect
11_96_13,11,96,13,97.9,False,False,no_effect
6_47_0,6,47,0,97.9,False,False,no_effect
5_2_4,5,2,4,97.9,False,False,no_effect
5_7_7,5,7,7,97.9,False,False,no_effect
2_38086_28,2,38086,28,97.9,False,False,no_effect
3_368_2,3,368,2,97.9,False,False,no_effect
0_50_12,0,50,12,97.9,False,False,no_effect
4_11412_14,4,11412,14,97.9,False,False,no_effect
4_11421_21,4,11421,21,97.9,False,False,no_effect
8_64478_11,8,64478,11,97.9,False,False,no_effect
3_22_11,3,22,11,97.9,False,False,no_effect
4_6631_1,4,6631,1,97.9,False,False,no_effect
10_35977_24,10,35977,24,97.9,False,False,no_effect
10_29089_21,10,29089,21,97.9,False,False,no_effect
3_312_29,3,312,29,97.9,False,False,no_effect
3_378_23,3,378,23,97.9,False,False,no_effect
10_44920_27,10,44920,27,97.9,False,False,no_effect
11_16_7,11,16,7,97.9,False,False,no_effect
2_17143_12,2,17143,12,97.9,False,False,no_effect
3_545_24,3,545,24,97.9,False,False,no_effect
11_95_20,11,95,20,97.9,False,False,no_effect
9_439_15,9,439,15,97.9,False,False,no_effect
0_157_12,0,157,12,97.9,False,False,no_effect
8_77118_9,8,77118,9,97.9,False,False,no_effect
5_63_3,5,63,3,97.9,False,False,no_effect
10_73419_8,10,73419,8,97.9,False,False,no_effect
8_128185_13,8,128185,13,97.9,False,False,no_effect
11_20_30,11,20,30,11.9,False,False,catastrophic_low_acc
10_17006_10,10,17006,10,97.9,False,False,no_effect
8_101742_23,8,101742,23,97.9,False,False,no_effect
7_132_29,7,132,29,97.9,False,False,no_effect
2_42182_23,2,42182,23,97.9,False,False,no_effect
8_126693_31,8,126693,31,97.9,False,False,no_effect
7_68_25,7,68,25,97.9,False,False,no_effect
10_9595_13,10,9595,13,97.9,False,False,no_effect
3_207_28,3,207,28,97.9,False,False,no_effect
3_405_13,3,405,13,97.9,False,False,no_effect
4_27854_24,4,27854,24,97.9,False,False,no_effect
9_160_23,9,160,23,97.9,False,False,no_effect
4_36080_5,4,36080,5,97.9,False,False,no_effect
2_98516_5,2,98516,5,97.9,False,False,no_effect
4_29131_22,4,29131,22,97.9,False,False,no_effect
3_42_29,3,42,29,97.9,False,False,no_effect
8_88178_27,8,88178,27,97.9,False,False,no_effect
7_119_27,7,119,27,97.9,False,False,no_effect
6_94_31,6,94,31,97.9,False,False,no_effect
5_69_24,5,69,24,97.9,False,False,no_effect
0_45_28,0,45,28,97.9,False,False,no_effect
3_271_4,3,271,4,97.9,False,False,no_effect
5_21_18,5,21,18,97.9,False,False,no_effect
8_134425_5,8,134425,5,97.9,False,False,no_effect
4_14925_6,4,14925,6,97.9,False,False,no_effect
1_18_23,1,18,23,97.9,False,False,no_effect
0_139_12,0,139,12,97.9,False,False,no_effect
5_50_21,5,50,21,97.9,False,False,no_effect
