fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
1_5_30,1,5,30,11.9,False,False,catastrophic_low_acc
0_82972_24,0,82972,24,97.9,False,False,no_effect
1_82_6,1,82,6,97.9,False,False,no_effect
1_25_13,1,25,13,97.9,False,False,no_effect
1_127_21,1,127,21,97.9,False,False,no_effect
0_78517_23,0,78517,23,97.9,False,False,no_effect
1_51_31,1,51,31,97.9,False,False,no_effect
0_140465_13,0,140465,13,97.9,False,False,no_effect
1_67_3,1,67,3,97.9,False,False,no_effect
1_146_25,1,146,25,98.2,False,False,no_effect
0_24106_6,0,24106,6,97.9,False,False,no_effect
1_69_4,1,69,4,97.9,False,False,no_effect
1_109_13,1,109,13,97.9,False,False,no_effect
1_19_19,1,19,19,97.9,False,False,no_effect
1_110_20,1,110,20,97.9,False,False,no_effect
0_108609_25,0,108609,25,97.9,False,False,no_effect
1_159_29,1,159,29,97.9,False,False,no_effect
0_4876_11,0,4876,11,97.9,False,False,no_effect
1_54_29,1,54,29,97.9,False,False,no_effect
1_163_27,1,163,27,97.9,False,False,no_effect
0_136909_12,0,136909,12,97.9,False,False,no_effect
1_118_9,1,118,9,97.9,False,False,no_effect
0_39445_19,0,39445,19,97.9,False,False,no_effect
1_105_20,1,105,20,97.9,False,False,no_effect
0_53361_26,0,53361,26,97.9,False,False,no_effect
1_73_10,1,73,10,97.9,False,False,no_effect
1_175_15,1,175,15,97.9,False,False,no_effect
1_61_7,1,61,7,97.9,False,False,no_effect
0_50309_1,0,50309,1,97.9,False,False,no_effect
0_81406_29,0,81406,29,97.9,False,False,no_effect
1_143_27,1,143,27,97.9,False,False,no_effect
1_165_2,1,165,2,97.9,False,False,no_effect
0_41774_17,0,41774,17,97.9,False,False,no_effect
0_7639_16,0,7639,16,97.9,False,False,no_effect
1_168_11,1,168,11,97.9,False,False,no_effect
0_127360_1,0,127360,1,97.9,False,False,no_effect
0_22001_20,0,22001,20,97.9,False,False,no_effect
1_16_26,1,16,26,97.9,False,False,no_effect
1_171_5,1,171,5,97.9,False,False,no_effect
1_185_8,1,185,8,97.9,False,False,no_effect
0_29342_7,0,29342,7,97.9,False,False,no_effect
1_127_5,1,127,5,97.9,False,False,no_effect
0_32054_20,0,32054,20,97.9,False,False,no_effect
1_149_24,1,149,24,97.9,False,False,no_effect
0_110852_13,0,110852,13,97.9,False,False,no_effect
0_28000_11,0,28000,11,97.9,False,False,no_effect
0_71970_28,0,71970,28,97.9,False,False,no_effect
1_65_3,1,65,3,97.9,False,False,no_effect
1_136_23,1,136,23,97.9,False,False,no_effect
0_82965_27,0,82965,27,97.9,False,False,no_effect
1_174_15,1,174,15,97.9,False,False,no_effect
1_37_23,1,37,23,97.9,False,False,no_effect
1_183_23,1,183,23,97.9,False,False,no_effect
1_5_2,1,5,2,97.9,False,False,no_effect
0_62829_16,0,62829,16,97.9,False,False,no_effect
1_79_23,1,79,23,97.9,False,False,no_effect
0_140223_15,0,140223,15,97.9,False,False,no_effect
1_99_0,1,99,0,97.9,False,False,no_effect
1_65_19,1,65,19,97.9,False,False,no_effect
0_61724_19,0,61724,19,97.9,False,False,no_effect
0_42002_28,0,42002,28,97.9,False,False,no_effect
1_164_26,1,164,26,98.2,False,False,no_effect
0_71837_5,0,71837,5,97.9,False,False,no_effect
1_120_26,1,120,26,97.9,False,False,no_effect
1_183_27,1,183,27,97.9,False,False,no_effect
0_42033_16,0,42033,16,97.9,False,False,no_effect
0_92237_26,0,92237,26,97.9,False,False,no_effect
1_116_1,1,116,1,97.9,False,False,no_effect
0_48166_28,0,48166,28,97.9,False,False,no_effect
0_806_25,0,806,25,97.9,False,False,no_effect
0_80097_20,0,80097,20,97.9,False,False,no_effect
0_29052_10,0,29052,10,97.9,False,False,no_effect
0_135362_8,0,135362,8,97.9,False,False,no_effect
1_81_28,1,81,28,97.9,False,False,no_effect
1_188_8,1,188,8,97.9,False,False,no_effect
1_44_20,1,44,20,97.9,False,False,no_effect
1_50_5,1,50,5,97.9,False,False,no_effect
1_94_11,1,94,11,97.9,False,False,no_effect
1_96_14,1,96,14,97.9,False,False,no_effect
0_6021_14,0,6021,14,97.9,False,False,no_effect
0_121221_12,0,121221,12,97.9,False,False,no_effect
1_179_10,1,179,10,97.9,False,False,no_effect
0_105128_27,0,105128,27,97.9,False,False,no_effect
1_38_5,1,38,5,97.9,False,False,no_effect
1_43_7,1,43,7,97.9,False,False,no_effect
0_137845_27,0,137845,27,97.9,False,False,no_effect
1_172_31,1,172,31,97.8,False,False,sdc_minor
0_58847_13,0,58847,13,97.9,False,False,no_effect
0_69783_18,0,69783,18,97.9,False,False,no_effect
1_97_8,1,97,8,97.9,False,False,no_effect
1_52_13,1,52,13,97.9,False,False,no_effect
1_186_12,1,186,12,97.9,False,False,no_effect
1_46_26,1,46,26,97.9,False,False,no_effect
0_7542_18,0,7542,18,97.9,False,False,no_effect
1_60_28,1,60,28,97.9,False,False,no_effect
0_96898_29,0,96898,29,97.9,False,False,no_effect
0_2705_30,0,2705,30,11.9,False,False,catastrophic_low_acc
0_84736_25,0,84736,25,98.0,False,False,no_effect
0_100531_27,0,100531,27,97.9,False,False,no_effect
1_18_6,1,18,6,97.9,False,False,no_effect
0_13661_21,0,13661,21,97.9,False,False,no_effect
0_123452_22,0,123452,22,97.9,False,False,no_effect
0_1405_16,0,1405,16,97.9,False,False,no_effect
1_77_25,1,77,25,97.1,False,False,sdc_minor
1_33_2,1,33,2,97.9,False,False,no_effect
0_68233_10,0,68233,10,97.9,False,False,no_effect
1_86_29,1,86,29,97.9,False,False,no_effect
0_23500_20,0,23500,20,97.9,False,False,no_effect
1_36_16,1,36,16,97.9,False,False,no_effect
0_82121_2,0,82121,2,97.9,False,False,no_effect
0_130865_17,0,130865,17,97.9,False,False,no_effect
1_110_18,1,110,18,97.9,False,False,no_effect
1_156_16,1,156,16,97.9,False,False,no_effect
1_111_10,1,111,10,97.9,False,False,no_effect
1_188_31,1,188,31,98.0,False,False,no_effect
0_145666_28,0,145666,28,97.9,False,False,no_effect
0_49524_9,0,49524,9,97.9,False,False,no_effect
0_60256_11,0,60256,11,97.9,False,False,no_effect
0_123272_16,0,123272,16,97.9,False,False,no_effect
0_122456_27,0,122456,27,97.9,False,False,no_effect
0_129737_2,0,129737,2,97.9,False,False,no_effect
1_91_31,1,91,31,97.9,False,False,no_effect
1_126_7,1,126,7,97.9,False,False,no_effect
0_32415_22,0,32415,22,97.9,False,False,no_effect
0_53407_18,0,53407,18,97.9,False,False,no_effect
0_44117_17,0,44117,17,97.9,False,False,no_effect
0_1081_11,0,1081,11,97.9,False,False,no_effect
1_19_15,1,19,15,97.9,False,False,no_effect
1_173_6,1,173,6,97.9,False,False,no_effect
1_6_18,1,6,18,97.9,False,False,no_effect
0_103329_23,0,103329,23,97.9,False,False,no_effect
0_84813_9,0,84813,9,97.9,False,False,no_effect
0_21250_29,0,21250,29,97.9,False,False,no_effect
1_116_17,1,116,17,97.9,False,False,no_effect
0_86357_2,0,86357,2,97.9,False,False,no_effect
1_83_8,1,83,8,97.9,False,False,no_effect
0_12761_18,0,12761,18,97.9,False,False,no_effect
1_14_4,1,14,4,97.9,False,False,no_effect
1_23_25,1,23,25,97.9,False,False,no_effect
1_45_15,1,45,15,97.9,False,False,no_effect
1_22_1,1,22,1,97.9,False,False,no_effect
0_42713_24,0,42713,24,97.9,False,False,no_effect
1_72_9,1,72,9,97.9,False,False,no_effect
0_78262_31,0,78262,31,97.9,False,False,no_effect
1_188_19,1,188,19,97.9,False,False,no_effect
0_94121_6,0,94121,6,97.9,False,False,no_effect
1_131_12,1,131,12,97.9,False,False,no_effect
1_114_24,1,114,24,97.9,False,False,no_effect
1_68_27,1,68,27,97.9,False,False,no_effect
0_110765_23,0,110765,23,97.9,False,False,no_effect
0_113798_27,0,113798,27,97.9,False,False,no_effect
0_10600_21,0,10600,21,97.9,False,False,no_effect
1_173_14,1,173,14,97.9,False,False,no_effect
0_129845_5,0,129845,5,97.9,False,False,no_effect
1_119_27,1,119,27,97.9,False,False,no_effect
0_125202_19,0,125202,19,97.9,False,False,no_effect
0_33499_19,0,33499,19,97.9,False,False,no_effect
0_137125_27,0,137125,27,97.9,False,False,no_effect
1_145_3,1,145,3,97.9,False,False,no_effect
0_11821_6,0,11821,6,97.9,False,False,no_effect
1_105_6,1,105,6,97.9,False,False,no_effect
1_169_16,1,169,16,97.9,False,False,no_effect
1_65_5,1,65,5,97.9,False,False,no_effect
0_29867_29,0,29867,29,97.9,False,False,no_effect
