fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
1_113_23,1,113,23,97.9,False,False,no_effect
1_105_10,1,105,10,97.9,False,False,no_effect
0_5_8,0,5,8,97.9,False,False,no_effect
0_169_16,0,169,16,97.9,False,False,no_effect
0_53_10,0,53,10,97.9,False,False,no_effect
1_26_6,1,26,6,97.9,False,False,no_effect
0_121_3,0,121,3,97.9,False,False,no_effect
0_101_5,0,101,5,97.9,False,False,no_effect
0_67_9,0,67,9,97.9,False,False,no_effect
0_167_24,0,167,24,97.9,False,False,no_effect
1_58_15,1,58,15,97.9,False,False,no_effect
1_113_8,1,113,8,97.9,False,False,no_effect
0_134_10,0,134,10,97.9,False,False,no_effect
0_8_22,0,8,22,97.8,False,False,sdc_minor
1_121_29,1,121,29,97.9,False,False,no_effect
1_140_28,1,140,28,97.9,False,False,no_effect
0_178_11,0,178,11,97.9,False,False,no_effect
1_161_27,1,161,27,97.9,False,False,no_effect
1_88_30,1,88,30,11.9,False,False,catastrophic_low_acc
0_22_28,0,22,28,97.9,False,False,no_effect
1_93_26,1,93,26,97.9,False,False,no_effect
1_39_19,1,39,19,97.9,False,False,no_effect
0_0_8,0,0,8,97.9,False,False,no_effect
1_73_30,1,73,30,11.9,False,False,catastrophic_low_acc
0_176_31,0,176,31,98.0,False,False,no_effect
1_76_0,1,76,0,97.9,False,False,no_effect
1_74_14,1,74,14,97.9,False,False,no_effect
0_140_23,0,140,23,98.0,False,False,no_effect
0_105_27,0,105,27,98.0,False,False,no_effect
1_63_10,1,63,10,97.9,False,False,no_effect
1_96_14,1,96,14,97.9,False,False,no_effect
1_20_27,1,20,27,97.9,False,False,no_effect
0_132_17,0,132,17,97.9,False,False,no_effect
1_166_17,1,166,17,97.9,False,False,no_effect
1_48_4,1,48,4,97.9,False,False,no_effect
0_34_18,0,34,18,97.9,False,False,no_effect
0_163_29,0,163,29,97.9,False,False,no_effect
1_69_31,1,69,31,97.9,False,False,no_effect
0_82_1,0,82,1,97.9,False,False,no_effect
0_12_1,0,12,1,97.9,False,False,no_effect
0_26_18,0,26,18,97.9,False,False,no_effect
1_32_28,1,32,28,97.9,False,False,no_effect
0_59_5,0,59,5,97.9,False,False,no_effect
0_3_31,0,3,31,97.9,False,False,no_effect
0_87_26,0,87,26,97.9,False,False,no_effect
1_127_23,1,127,23,97.9,False,False,no_effect
1_178_2,1,178,2,97.9,False,False,no_effect
1_20_9,1,20,9,97.9,False,False,no_effect
0_68_25,0,68,25,98.0,False,False,no_effect
0_139_30,0,139,30,11.9,True,False,catastrophic_nan_inf
0_49_16,0,49,16,97.9,False,False,no_effect
1_3_7,1,3,7,97.9,False,False,no_effect
0_98_28,0,98,28,98.0,False,False,no_effect
0_188_2,0,188,2,97.9,False,False,no_effect
0_117_6,0,117,6,97.9,False,False,no_effect
0_121_24,0,121,24,97.9,False,False,no_effect
1_82_10,1,82,10,97.9,False,False,no_effect
0_190_7,0,190,7,97.9,False,False,no_effect
1_123_19,1,123,19,97.9,False,False,no_effect
0_92_3,0,92,3,97.9,False,False,no_effect
0_28_15,0,28,15,97.9,False,False,no_effect
1_83_0,1,83,0,97.9,False,False,no_effect
0_70_7,0,70,7,97.9,False,False,no_effect
1_62_0,1,62,0,97.9,False,False,no_effect
0_148_30,0,148,30,11.9,False,False,catastrophic_low_acc
0_95_5,0,95,5,97.9,False,False,no_effect
0_40_31,0,40,31,97.9,False,False,no_effect
0_175_21,0,175,21,97.9,False,False,no_effect
0_15_22,0,15,22,97.9,False,False,no_effect
0_179_6,0,179,6,97.9,False,False,no_effect
0_124_14,0,124,14,97.9,False,False,no_effect
1_142_22,1,142,22,97.9,False,False,no_effect
1_187_12,1,187,12,97.9,False,False,no_effect
0_176_24,0,176,24,97.9,False,False,no_effect
1_185_8,1,185,8,97.9,False,False,no_effect
1_10_31,1,10,31,98.0,False,False,no_effect
1_143_18,1,143,18,97.9,False,False,no_effect
1_48_11,1,48,11,97.9,False,False,no_effect
1_82_29,1,82,29,97.9,False,False,no_effect
1_153_10,1,153,10,97.9,False,False,no_effect
0_135_9,0,135,9,97.9,False,False,no_effect
