fault_id,param_idx,elem_idx,bit_idx,accuracy,has_nan,has_inf,failure_type
0_130214_18,0,130214,18,97.9,False,False,no_effect
0_92358_14,0,92358,14,97.9,False,False,no_effect
0_65700_8,0,65700,8,97.9,False,False,no_effect
0_10334_19,0,10334,19,97.9,False,False,no_effect
1_34_23,1,34,23,97.9,False,False,no_effect
0_23627_18,0,23627,18,97.9,False,False,no_effect
1_765_26,1,765,26,97.9,False,False,no_effect
0_52637_8,0,52637,8,97.9,False,False,no_effect
1_543_17,1,543,17,97.9,False,False,no_effect
0_67363_30,0,67363,30,11.9,False,False,catastrophic_low_acc
1_764_21,1,764,21,97.9,False,False,no_effect
0_122770_4,0,122770,4,97.9,False,False,no_effect
0_59143_25,0,59143,25,97.9,False,False,no_effect
1_92_25,1,92,25,97.8,False,False,sdc_minor
0_69326_7,0,69326,7,97.9,False,False,no_effect
1_377_16,1,377,16,97.9,False,False,no_effect
1_653_23,1,653,23,97.9,False,False,no_effect
0_61295_30,0,61295,30,11.9,False,False,catastrophic_low_acc
0_147169_20,0,147169,20,97.9,False,False,no_effect
0_16571_29,0,16571,29,97.9,False,False,no_effect
1_664_26,1,664,26,97.9,False,False,no_effect
0_36641_2,0,36641,2,97.9,False,False,no_effect
0_79787_31,0,79787,31,97.9,False,False,no_effect
0_25478_15,0,25478,15,97.9,False,False,no_effect
0_101881_29,0,101881,29,97.9,False,False,no_effect
1_686_26,1,686,26,97.9,False,False,no_effect
0_108759_6,0,108759,6,97.9,False,False,no_effect
1_630_26,1,630,26,97.8,False,False,sdc_minor
1_33_23,1,33,23,97.9,False,False,no_effect
0_116230_28,0,116230,28,97.9,False,False,no_effect
0_95075_6,0,95075,6,97.9,False,False,no_effect
1_557_22,1,557,22,97.9,False,False,no_effect
0_104369_17,0,104369,17,97.9,False,False,no_effect
0_32023_29,0,32023,29,97.9,False,False,no_effect
0_55602_1,0,55602,1,97.9,False,False,no_effect
0_87427_15,0,87427,15,97.9,False,False,no_effect
0_53793_4,0,53793,4,97.9,False,False,no_effect
0_56610_14,0,56610,14,97.9,False,False,no_effect
1_151_0,1,151,0,97.9,False,False,no_effect
1_148_8,1,148,8,97.9,False,False,no_effect
1_178_7,1,178,7,97.9,False,False,no_effect
0_34551_0,0,34551,0,97.9,False,False,no_effect
1_243_20,1,243,20,97.9,False,False,no_effect
0_45677_16,0,45677,16,97.9,False,False,no_effect
0_33228_26,0,33228,26,97.9,False,False,no_effect
0_16661_30,0,16661,30,11.9,False,False,catastrophic_low_acc
1_370_6,1,370,6,97.9,False,False,no_effect
1_515_14,1,515,14,97.9,False,False,no_effect
0_136695_19,0,136695,19,97.9,False,False,no_effect
1_658_1,1,658,1,97.9,False,False,no_effect
0_125562_25,0,125562,25,97.9,False,False,no_effect
1_702_6,1,702,6,97.9,False,False,no_effect
1_729_28,1,729,28,98.0,False,False,no_effect
0_21178_20,0,21178,20,97.9,False,False,no_effect
0_17218_8,0,17218,8,97.9,False,False,no_effect
1_639_20,1,639,20,97.9,False,False,no_effect
1_611_18,1,611,18,97.9,False,False,no_effect
1_517_27,1,517,27,98.0,False,False,no_effect
0_29992_13,0,29992,13,97.9,False,False,no_effect
1_462_14,1,462,14,97.9,False,False,no_effect
1_347_29,1,347,29,97.9,False,False,no_effect
1_425_6,1,425,6,97.9,False,False,no_effect
1_437_20,1,437,20,97.9,False,False,no_effect
1_383_9,1,383,9,97.9,False,False,no_effect
1_68_5,1,68,5,97.9,False,False,no_effect
0_24439_27,0,24439,27,97.9,False,False,no_effect
0_97687_8,0,97687,8,97.9,False,False,no_effect
0_147216_21,0,147216,21,97.9,False,False,no_effect
0_107691_22,0,107691,22,97.9,False,False,no_effect
1_738_3,1,738,3,97.9,False,False,no_effect
1_614_19,1,614,19,97.9,False,False,no_effect
1_106_13,1,106,13,97.9,False,False,no_effect
0_126403_14,0,126403,14,97.9,False,False,no_effect
0_91780_23,0,91780,23,97.9,False,False,no_effect
0_73024_14,0,73024,14,97.9,False,False,no_effect
1_574_1,1,574,1,97.9,False,False,no_effect
1_29_11,1,29,11,97.9,False,False,no_effect
1_719_19,1,719,19,97.9,False,False,no_effect
1_359_0,1,359,0,97.9,False,False,no_effect
0_37552_25,0,37552,25,97.9,False,False,no_effect
0_37191_1,0,37191,1,97.9,False,False,no_effect
0_139062_13,0,139062,13,97.9,False,False,no_effect
1_429_29,1,429,29,97.9,False,False,no_effect
1_161_23,1,161,23,97.9,False,False,no_effect
1_738_20,1,738,20,97.9,False,False,no_effect
0_13791_9,0,13791,9,97.9,False,False,no_effect
0_13044_5,0,13044,5,97.9,False,False,no_effect
1_453_27,1,453,27,97.9,False,False,no_effect
1_621_28,1,621,28,97.9,False,False,no_effect
1_279_13,1,279,13,97.9,False,False,no_effect
0_90484_27,0,90484,27,97.9,False,False,no_effect
0_74251_31,0,74251,31,97.9,False,False,no_effect
1_46_14,1,46,14,97.9,False,False,no_effect
1_613_3,1,613,3,97.9,False,False,no_effect
0_53588_19,0,53588,19,97.9,False,False,no_effect
0_35975_16,0,35975,16,97.9,False,False,no_effect
1_335_7,1,335,7,97.9,False,False,no_effect
0_130386_27,0,130386,27,97.9,False,False,no_effect
0_33865_24,0,33865,24,97.9,False,False,no_effect
0_131140_22,0,131140,22,97.9,False,False,no_effect
0_104089_2,0,104089,2,97.9,False,False,no_effect
1_19_29,1,19,29,97.9,False,False,no_effect
0_82066_27,0,82066,27,97.9,False,False,no_effect
1_726_26,1,726,26,97.9,False,False,no_effect
1_117_25,1,117,25,98.0,False,False,no_effect
0_85136_10,0,85136,10,97.9,False,False,no_effect
1_706_23,1,706,23,97.9,False,False,no_effect
0_114481_6,0,114481,6,97.9,False,False,no_effect
0_114209_25,0,114209,25,97.8,False,False,sdc_minor
0_103747_19,0,103747,19,97.9,False,False,no_effect
1_226_21,1,226,21,97.9,False,False,no_effect
0_20022_7,0,20022,7,97.9,False,False,no_effect
0_91586_22,0,91586,22,97.9,False,False,no_effect
0_61936_6,0,61936,6,97.9,False,False,no_effect
0_67100_12,0,67100,12,97.9,False,False,no_effect
0_40073_4,0,40073,4,97.9,False,False,no_effect
0_129529_29,0,129529,29,97.9,False,False,no_effect
1_697_20,1,697,20,97.9,False,False,no_effect
1_154_28,1,154,28,97.9,False,False,no_effect
0_122924_28,0,122924,28,97.9,False,False,no_effect
1_281_3,1,281,3,97.9,False,False,no_effect
1_519_4,1,519,4,97.9,False,False,no_effect
1_472_28,1,472,28,98.1,False,False,no_effect
0_14913_23,0,14913,23,97.9,False,False,no_effect
1_78_5,1,78,5,97.9,False,False,no_effect
1_473_2,1,473,2,97.9,False,False,no_effect
1_585_12,1,585,12,97.9,False,False,no_effect
1_619_30,1,619,30,97.9,False,False,no_effect
0_16219_28,0,16219,28,97.9,False,False,no_effect
0_90030_5,0,90030,5,97.9,False,False,no_effect
