ber,mode,n_faults,baseline_acc,mean_acc,std_acc,mean_drop,worst_acc,worst_drop
0.0,per_param,0,97.74074074074075,97.74074074074073,1.4210854715202004e-14,1.4210854715202004e-14,97.74074074074075,0.0
1e-06,per_param,5,97.74074074074075,80.53055555555555,34.422690399923695,17.210185185185196,11.685185185185185,86.05555555555556
1e-05,per_param,55,97.74074074074075,31.242592592592597,34.270456578538735,66.49814814814815,11.685185185185185,86.05555555555556
0.0001,per_param,552,97.74074074074075,11.685185185185187,1.7763568394002505e-15,86.05555555555556,11.685185185185185,86.05555555555556
0.001,per_param,5526,97.74074074074075,11.685185185185187,1.7763568394002505e-15,86.05555555555556,11.685185185185185,86.05555555555556
0.01,per_param,55263,97.74074074074075,11.685185185185187,1.7763568394002505e-15,86.05555555555556,11.685185185185185,86.05555555555556
